STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,MOZ,Mozambique,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2017-05,858473.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,COD,"Congo, Dem. Rep.",IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2017-06,7642208.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,BDI,Burundi,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2018-03,1368824.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,SOM,Somalia,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2017-07,3310000.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,SOM,Somalia,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2018-01,1646000.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,AFG,Afghanistan,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2018-01,1302047.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,SWZ,Eswatini,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2018-06,122657.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,MDG,Madagascar,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2018-05,1058589.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,SOM,Somalia,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2017-01,1644000.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,SOM,Somalia,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2018-07,1769000.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,CAF,Central African Republic,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2018-09,1898963.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,ZMB,Zambia,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2018-06,913166.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,AFG,Afghanistan,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2018-09,9838407.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,LSO,Lesotho,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2018-06,161136.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,COD,"Congo, Dem. Rep.",IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2018-06,13141056.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,MOZ,Mozambique,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2018-10,1780512.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,MOZ,Mozambique,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2018-05,891052.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,YEM,"Yemen, Rep.",IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2018-12,15900000.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,MDG,Madagascar,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2018-10,1058711.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,BDI,Burundi,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2018-07,1399676.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,HTI,Haiti,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2018-10,2258982.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,SLV,El Salvador,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2018-11,214004.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,HND,Honduras,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2018-12,273058.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,SOM,Somalia,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2019-01,1137000.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,SSD,South Sudan,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2019-01,6170000.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,HND,Honduras,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2019-02,245929.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,GTM,Guatemala,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2019-03,2601401.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,CAF,Central African Republic,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2019-05,1809109.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,SWZ,Eswatini,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2019-06,204533.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,LSO,Lesotho,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2019-06,348406.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,MOZ,Mozambique,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2019-06,1358046.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,ZMB,Zambia,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2019-05,1657255.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,ZWE,Zimbabwe,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2019-06,2294605.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,MWI,Malawi,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2019-06,673167.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,M,Monthly,UGA,Uganda,IPC_IPC_P3PLUS,People in Phase 3 food insecurity or above,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,IPC_IPC_CURRENT,Analysis Period Classification : Current Measurement,_Z,Not Applicable,_Z,Not Applicable,2018-10,277265.0,IPC_IPC,Integrated Food Security Phase Classification,0,Units,COUNT,Count (Integer),610,CCYYMM,A,Normal value,PU,Public
